Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,EMA_5,MACD,MACD_SIGNAL,MACD_HIST,RSI,BB_UPPER,BB_LOWER,BB_MIDDLE,OBV,ADX,DMP,DMN
2021-04-16,169.0,170.34,167.78,169.97,169.97,63720000,168.91,168.42,3.62,2.37,1.25,73.27,173.54,147.39,160.47,3100058000.0,24.19,33.43,18.25
2021-04-19,169.52,171.8,168.01,168.6,168.6,54508000,168.84,168.48,3.63,2.62,1.0,61.8,174.36,148.06,161.21,3045550000.0,24.87,33.83,16.79
2021-04-20,168.68,169.15,165.8,166.73,166.73,52460000,168.18,167.9,3.44,2.78,0.65,48.81,174.86,148.68,161.77,2993090000.0,24.64,31.44,20.26
2021-04-21,165.8,168.14,165.19,168.1,168.1,44224000,168.47,167.97,3.36,2.9,0.46,57.07,175.5,149.16,162.33,3037314000.0,24.2,29.47,20.28
2021-04-22,168.58,168.64,165.07,165.45,165.45,51612000,167.77,167.13,3.05,2.93,0.12,41.02,175.59,150.18,162.89,2985702000.0,23.92,28.3,18.75
2021-04-23,165.96,168.75,165.43,167.04,167.04,63856000,167.19,167.1,2.9,2.92,-0.02,51.31,175.47,151.78,163.62,3049558000.0,23.69,26.53,17.43
2021-04-26,167.4,171.42,166.55,170.45,170.45,97614000,167.56,168.22,3.02,2.94,0.08,66.79,175.57,153.46,164.52,3147172000.0,24.17,29.36,15.68
2021-04-27,172.17,173.0,169.9,170.87,170.87,76542000,168.38,169.1,3.12,2.98,0.14,68.35,175.58,155.16,165.37,3223714000.0,24.97,30.75,14.67
2021-04-28,171.74,174.49,171.25,172.93,172.93,92638000,169.35,170.38,3.32,3.05,0.27,75.38,175.31,157.44,166.38,3316352000.0,26.03,31.53,13.58
2021-04-29,175.26,175.72,171.75,173.57,173.57,153648000,170.97,171.44,3.49,3.13,0.35,77.34,175.02,159.62,167.32,3470000000.0,27.26,31.48,12.48
2021-04-30,176.26,177.7,173.12,173.37,173.37,140186000,172.24,172.08,3.57,3.22,0.35,75.07,174.95,161.22,168.09,3329814000.0,28.76,32.55,11.34
2021-05-03,174.24,174.33,168.63,169.32,169.32,117510000,172.01,171.16,3.27,3.23,0.04,42.57,174.63,162.35,168.49,3212304000.0,28.25,29.0,18.7
2021-05-04,167.81,168.4,163.61,165.59,165.59,108788000,170.96,169.31,2.7,3.12,-0.43,28.4,174.05,163.36,168.71,3103516000.0,26.24,25.94,26.01
2021-05-05,166.94,167.74,163.22,163.53,163.53,74226000,169.08,167.38,2.05,2.91,-0.86,23.08,174.11,163.26,168.68,3029290000.0,24.48,23.8,24.58
2021-05-06,163.5,165.72,162.36,165.32,165.32,88954000,167.43,166.69,1.67,2.66,-0.99,36.06,174.08,163.33,168.7,3118244000.0,23.09,22.33,24.64
2021-05-07,165.95,166.54,164.45,164.58,164.58,94206000,165.67,165.99,1.29,2.39,-1.1,33.17,174.17,162.83,168.5,3024038000.0,21.54,23.01,23.66
2021-05-10,164.12,164.15,159.5,159.52,159.52,116772000,163.71,163.83,0.57,2.02,-1.45,19.69,174.91,161.15,168.03,2907266000.0,21.36,20.84,30.63
2021-05-11,156.81,161.9,156.37,161.2,161.2,92396000,162.83,162.95,0.14,1.65,-1.51,31.24,175.01,160.16,167.59,2999662000.0,21.82,18.76,33.22
2021-05-12,159.25,160.4,156.65,157.6,157.6,98728000,161.64,161.17,-0.49,1.22,-1.71,22.52,175.74,158.53,167.14,2900934000.0,22.25,17.24,30.53
2021-05-13,159.27,160.19,156.65,158.07,158.07,67018000,160.19,160.14,-0.94,0.79,-1.73,25.94,176.01,157.18,166.59,2967952000.0,22.65,16.14,28.59
2021-05-14,159.28,161.44,159.15,161.15,161.15,66500000,159.51,160.47,-1.03,0.43,-1.46,45.37,175.72,156.58,166.15,3034452000.0,22.55,17.43,26.84
2021-05-17,162.3,164.64,161.73,163.52,163.52,74478000,160.31,161.49,-0.91,0.16,-1.06,56.42,175.46,156.33,165.9,3108930000.0,21.39,22.17,25.12
2021-05-18,164.63,165.6,161.52,161.61,161.61,56568000,160.39,161.53,-0.95,-0.06,-0.89,46.9,175.37,155.91,165.64,3052362000.0,20.01,22.27,23.25
2021-05-19,159.75,161.74,159.2,161.59,161.59,53594000,161.19,161.55,-0.97,-0.24,-0.73,46.78,175.13,155.5,165.31,2998768000.0,19.37,21.21,26.49
2021-05-20,162.22,162.98,161.81,162.38,162.38,52664000,162.05,161.83,-0.92,-0.38,-0.54,52.03,175.06,155.26,165.16,3051432000.0,18.38,23.08,25.76
2021-05-21,162.5,162.83,159.85,160.15,160.15,82098000,161.85,161.27,-1.04,-0.51,-0.53,38.64,174.91,154.73,164.82,2969334000.0,17.99,21.71,28.13
2021-05-24,160.77,162.9,160.52,162.25,162.25,48456000,161.6,161.6,-0.96,-0.6,-0.36,52.88,174.21,154.6,164.41,3017790000.0,17.6,20.63,26.57
2021-05-25,163.33,163.99,160.69,162.95,162.95,65222000,161.87,162.05,-0.83,-0.65,-0.18,57.06,173.37,154.65,164.01,3083012000.0,16.86,21.47,24.79
2021-05-26,163.73,164.79,162.93,163.26,163.26,47680000,162.2,162.45,-0.69,-0.66,-0.04,59.04,171.94,155.11,163.53,3130692000.0,15.89,22.3,23.82
2021-05-27,162.8,163.02,161.5,161.51,161.51,51224000,162.02,162.14,-0.72,-0.67,-0.05,44.4,170.0,155.85,162.92,3079468000.0,15.44,21.45,26.01
2021-05-28,162.1,162.4,160.99,161.15,161.15,46596000,162.22,161.81,-0.76,-0.69,-0.07,41.8,167.54,157.09,162.31,3032872000.0,15.18,20.76,26.34
2021-06-01,162.18,162.55,160.45,160.93,160.93,48600000,161.96,161.52,-0.8,-0.71,-0.09,39.96,166.04,157.75,161.89,2984272000.0,15.11,19.75,26.3
2021-06-02,161.15,161.75,160.4,161.7,161.7,40290000,161.71,161.58,-0.76,-0.72,-0.04,49.58,165.48,157.92,161.7,3024562000.0,15.07,19.1,25.57
2021-06-03,160.21,160.72,159.2,159.35,159.35,47966000,160.93,160.84,-0.91,-0.76,-0.15,30.73,165.3,157.68,161.49,2976596000.0,15.42,17.93,26.94
2021-06-04,160.6,161.05,159.94,160.31,160.31,44994000,160.69,160.66,-0.94,-0.79,-0.14,42.0,164.65,157.83,161.24,3021590000.0,15.59,17.99,25.78
2021-06-07,159.87,160.4,158.61,159.9,159.9,44316000,160.44,160.41,-0.98,-0.83,-0.15,38.64,164.1,157.92,161.01,2977274000.0,16.2,17.16,28.03
2021-06-08,161.13,163.98,160.9,163.21,163.21,68334000,160.89,161.34,-0.74,-0.81,0.07,66.0,164.34,158.04,161.19,3045608000.0,15.16,24.37,25.17
2021-06-09,163.64,164.88,163.54,164.06,164.06,49110000,161.36,162.25,-0.48,-0.75,0.27,70.27,164.72,157.94,161.33,3094718000.0,14.3,25.65,24.08
2021-06-10,164.1,167.55,164.06,167.48,167.48,69530000,162.99,163.99,0.01,-0.59,0.6,81.78,165.74,157.92,161.83,3164248000.0,14.4,30.15,21.95
2021-06-11,167.48,168.33,166.67,167.34,167.34,56348000,164.4,165.11,0.38,-0.4,0.78,80.18,166.5,158.08,162.29,3107900000.0,14.73,30.88,21.0
2021-06-14,167.34,169.25,166.77,169.19,169.19,51394000,166.26,166.47,0.81,-0.16,0.97,84.99,167.82,157.56,162.69,3159294000.0,15.32,31.29,19.63
2021-06-15,169.2,169.85,168.16,169.16,169.16,48524000,167.45,167.37,1.14,0.1,1.04,84.48,168.83,157.12,162.97,3110770000.0,16.03,31.48,18.73
2021-06-16,169.6,171.32,168.03,170.76,170.76,84056000,168.79,168.5,1.51,0.38,1.13,88.3,170.15,156.71,163.43,3194826000.0,17.12,32.62,17.1
2021-06-17,170.16,174.86,170.05,174.46,174.46,102730000,170.18,170.49,2.08,0.72,1.36,93.16,172.27,155.88,164.08,3297556000.0,18.96,37.59,15.03
2021-06-18,174.0,175.35,173.69,174.35,174.35,104954000,171.58,171.77,2.49,1.08,1.41,91.65,173.96,155.39,164.67,3192602000.0,20.77,37.23,14.38
2021-06-21,173.82,174.1,171.7,172.7,172.7,65542000,172.28,172.08,2.65,1.39,1.26,71.38,174.97,155.63,165.3,3127060000.0,21.45,34.68,18.55
2021-06-22,172.9,176.19,172.8,175.27,175.27,66902000,173.51,173.14,2.96,1.7,1.25,80.02,176.43,155.47,165.95,3193962000.0,22.57,36.91,16.9
2021-06-23,175.25,176.05,174.16,175.19,175.19,56266000,174.39,173.83,3.15,1.99,1.16,79.08,177.68,155.45,166.56,3137696000.0,23.62,35.09,16.07
2021-06-24,175.38,176.24,171.54,172.45,172.45,76640000,173.99,173.37,3.05,2.21,0.85,52.88,178.31,155.73,167.02,3061056000.0,23.35,31.0,20.69
2021-06-25,173.2,173.24,169.71,170.07,170.07,78820000,173.14,172.27,2.75,2.31,0.44,38.87,178.52,156.38,167.45,2982236000.0,22.37,28.32,23.38
2021-06-28,170.8,172.4,170.68,172.19,172.19,44856000,173.04,172.25,2.65,2.38,0.27,52.8,178.86,157.15,168.0,3027092000.0,21.45,26.69,22.04
2021-06-29,171.94,172.8,171.15,172.41,172.41,41968000,172.46,172.3,2.56,2.42,0.14,54.11,179.09,158.07,168.58,3069060000.0,20.74,26.59,21.11
2021-06-30,172.05,173.58,171.75,172.01,172.01,48080000,171.83,172.2,2.43,2.42,0.01,50.8,179.2,158.98,169.09,3020980000.0,20.35,27.36,20.09
2021-07-01,171.73,172.85,170.47,171.65,171.65,40742000,171.67,172.02,2.27,2.39,-0.12,47.53,178.82,160.6,169.71,2980238000.0,19.41,25.63,22.21
2021-07-02,172.58,175.59,171.85,175.55,175.55,63388000,172.76,173.19,2.43,2.4,0.03,71.99,178.83,162.11,170.47,3043626000.0,19.46,30.06,19.97
2021-07-06,176.51,184.27,176.45,183.79,183.79,134896000,175.08,176.73,3.18,2.55,0.63,87.44,180.46,162.87,171.66,3178522000.0,21.36,43.54,16.1
2021-07-07,185.87,186.71,183.95,184.83,184.83,106562000,177.56,179.43,3.82,2.81,1.01,88.45,182.39,163.1,172.75,3285084000.0,23.47,46.15,15.04
2021-07-08,182.18,188.0,181.06,186.57,186.57,103612000,180.48,181.81,4.42,3.13,1.29,90.11,184.41,163.33,173.87,3388696000.0,24.32,39.53,18.85
2021-07-09,186.13,187.4,184.67,185.97,185.97,74964000,183.34,183.19,4.78,3.46,1.32,84.83,186.14,163.45,174.8,3313732000.0,25.11,37.27,17.77
2021-07-12,187.2,187.86,184.84,185.93,185.93,51432000,185.42,184.11,5.02,3.77,1.24,84.43,187.51,163.94,175.72,3262300000.0,25.93,35.87,16.64
2021-07-13,185.1,188.65,183.57,183.87,183.87,76918000,185.43,184.03,4.97,4.01,0.96,64.42,188.35,164.56,176.46,3185382000.0,26.19,32.15,17.51
2021-07-14,185.44,185.88,183.04,184.08,184.08,65932000,185.28,184.05,4.9,4.19,0.71,65.49,189.05,165.36,177.2,3251314000.0,26.21,30.26,17.56
2021-07-15,184.71,184.77,181.05,181.56,181.56,63706000,184.28,183.22,4.59,4.27,0.32,45.47,189.35,166.14,177.74,3187608000.0,25.47,27.94,20.32
2021-07-16,181.67,182.3,178.52,178.68,178.68,80874000,182.82,181.71,4.06,4.23,-0.17,31.67,189.46,166.45,177.96,3106734000.0,23.92,25.78,23.91
2021-07-19,176.63,177.51,174.96,177.48,177.48,75692000,181.13,180.3,3.51,4.08,-0.58,27.34,189.5,166.72,178.11,3031042000.0,22.95,23.83,29.35
2021-07-20,178.37,179.6,175.9,178.66,178.66,65114000,180.09,179.75,3.13,3.89,-0.77,37.78,189.53,167.29,178.41,3096156000.0,21.43,26.28,27.15
2021-07-21,178.82,179.32,177.18,179.26,179.26,46380000,179.13,179.59,2.84,3.68,-0.84,42.99,189.64,167.58,178.61,3142536000.0,20.01,25.11,25.94
2021-07-22,179.36,182.0,179.11,181.9,181.9,65308000,179.2,180.36,2.79,3.5,-0.71,60.97,189.95,167.95,178.95,3207844000.0,19.23,29.22,24.36
2021-07-23,182.0,183.31,181.1,182.83,182.83,48726000,180.03,181.18,2.8,3.36,-0.56,65.73,190.17,168.76,179.46,3256570000.0,18.85,30.65,23.2
2021-07-26,183.66,185.6,182.36,184.99,184.99,58002000,181.53,182.45,2.95,3.28,-0.33,74.68,190.25,170.17,180.21,3314572000.0,19.05,33.48,21.57
2021-07-27,184.93,184.93,179.31,181.32,181.32,82638000,182.06,182.07,2.73,3.17,-0.44,48.02,190.01,171.32,180.67,3231934000.0,18.24,29.56,25.33
2021-07-28,181.69,182.92,180.05,181.52,181.52,59988000,182.51,181.89,2.55,3.05,-0.5,49.23,189.67,172.58,181.12,3291922000.0,17.48,27.79,23.82
2021-07-29,181.39,181.9,179.0,180.0,180.0,110400000,182.13,181.26,2.26,2.89,-0.63,40.17,189.0,174.04,181.52,3181522000.0,16.45,26.09,24.58
2021-07-30,167.4,168.41,165.35,166.38,166.38,199312000,178.84,176.3,0.92,2.5,-1.58,13.12,190.32,172.2,181.26,2982210000.0,17.85,19.58,41.7
2021-08-02,167.65,167.95,165.85,166.57,166.57,67078000,175.16,173.06,-0.13,1.97,-2.1,14.15,191.67,169.95,180.81,3049288000.0,19.15,18.86,40.16
2021-08-03,167.04,169.55,164.99,168.31,168.31,83146000,172.56,171.48,-0.81,1.41,-2.22,24.21,192.07,168.0,180.04,3132434000.0,19.89,20.16,36.95
2021-08-04,168.97,169.44,167.28,167.74,167.74,43678000,169.8,170.23,-1.38,0.86,-2.23,23.09,192.13,166.23,179.18,3088756000.0,20.57,19.37,35.5
2021-08-05,167.81,169.45,167.05,168.8,168.8,48670000,167.56,169.75,-1.72,0.34,-2.06,30.51,191.53,165.06,178.29,3137426000.0,21.24,18.5,34.34
2021-08-06,168.75,168.75,166.45,167.25,167.25,52752000,167.73,168.92,-2.1,-0.15,-1.95,25.94,190.93,163.78,177.36,3084674000.0,21.97,17.67,33.94
2021-08-09,167.18,167.74,166.43,167.09,167.09,42964000,167.84,168.31,-2.38,-0.59,-1.79,25.47,190.09,162.74,176.41,3041710000.0,22.66,17.2,33.09
2021-08-10,167.25,167.9,165.75,166.03,166.03,48252000,167.38,167.55,-2.66,-1.01,-1.65,22.02,189.46,161.58,175.52,2993458000.0,23.43,16.44,33.02
2021-08-11,166.57,166.88,163.89,164.61,164.61,58944000,166.76,166.57,-2.96,-1.4,-1.56,17.93,188.68,160.42,174.55,2934514000.0,24.52,15.41,34.83
2021-08-12,164.5,165.73,163.48,165.18,165.18,46282000,166.03,166.1,-3.12,-1.74,-1.38,24.89,188.04,159.42,173.73,2980796000.0,25.61,14.67,34.03
2021-08-13,165.28,165.3,164.15,164.7,164.7,41134000,165.52,165.64,-3.24,-2.04,-1.2,22.86,187.67,158.39,173.03,2939662000.0,26.62,14.29,33.15
2021-08-16,164.15,165.0,160.56,164.95,164.95,66394000,165.09,165.41,-3.28,-2.29,-0.99,26.79,187.3,157.51,172.4,3006056000.0,28.23,12.9,37.78
2021-08-17,163.88,164.02,161.28,162.1,162.1,67758000,164.31,164.3,-3.51,-2.53,-0.97,15.55,186.82,156.33,171.58,2938298000.0,29.72,11.88,34.78
2021-08-18,162.1,162.71,160.0,160.06,160.06,56086000,163.4,162.89,-3.8,-2.79,-1.02,11.31,186.22,155.01,170.62,2882212000.0,31.32,11.18,35.53
2021-08-19,159.7,161.65,159.12,159.39,159.39,75658000,162.24,161.72,-4.05,-3.04,-1.01,10.16,184.92,154.06,169.49,2806554000.0,32.95,10.55,35.49
2021-08-20,160.19,160.39,158.79,160.0,160.0,67168000,161.3,161.15,-4.14,-3.26,-0.88,19.4,183.02,153.67,168.35,2873722000.0,34.52,10.16,34.95
2021-08-23,160.6,164.04,160.5,163.29,163.29,65362000,160.97,161.86,-3.91,-3.39,-0.52,52.44,179.93,154.6,167.26,2939084000.0,34.13,17.49,31.75
2021-08-24,164.0,165.77,163.73,165.29,165.29,51036000,161.61,163.0,-3.52,-3.41,-0.1,63.7,177.37,155.55,166.46,2990120000.0,33.03,20.46,29.94
2021-08-25,165.49,166.05,164.31,164.96,164.96,33606000,162.59,163.66,-3.2,-3.37,0.17,60.73,174.09,157.18,165.63,2956514000.0,31.9,20.27,28.7
2021-08-26,164.95,166.6,164.8,165.8,165.8,41976000,163.87,164.37,-2.85,-3.27,0.42,65.81,170.23,159.62,164.92,2998490000.0,30.62,20.72,27.44
2021-08-27,166.66,167.62,165.69,167.48,167.48,48048000,165.36,165.41,-2.41,-3.09,0.69,74.16,170.37,159.59,164.98,3046538000.0,29.0,22.27,26.12
2021-08-30,167.87,172.25,167.76,171.08,171.08,63844000,166.92,167.3,-1.74,-2.82,1.08,84.37,171.19,159.22,165.2,3110382000.0,27.94,30.79,23.15
2021-08-31,171.24,173.63,169.78,173.54,173.54,87128000,168.57,169.38,-1.01,-2.46,1.45,88.32,172.36,158.58,165.47,3197510000.0,27.34,31.25,21.06
2021-09-01,174.82,176.35,173.76,173.95,173.95,72598000,170.37,170.9,-0.39,-2.05,1.66,88.91,173.55,158.0,165.78,3270108000.0,27.44,35.58,19.67
2021-09-02,174.74,175.6,172.75,173.16,173.16,58474000,171.84,171.65,0.04,-1.63,1.67,79.31,174.32,157.67,165.99,3211634000.0,27.13,33.19,20.74
2021-09-03,172.6,174.13,171.82,173.9,173.9,51514000,173.13,172.4,0.43,-1.22,1.65,81.64,175.33,157.32,166.33,3263148000.0,26.47,31.34,21.81
2021-09-07,173.9,176.4,173.85,175.46,175.46,54758000,174.0,173.42,0.86,-0.8,1.66,85.82,176.59,156.9,166.75,3317906000.0,26.45,34.91,20.46
2021-09-08,175.58,177.28,174.78,176.27,176.27,61068000,174.55,174.37,1.25,-0.39,1.64,87.64,177.93,156.58,167.26,3378974000.0,26.63,34.92,19.21
2021-09-09,176.3,177.5,174.02,174.21,174.21,54384000,174.6,174.32,1.37,-0.04,1.41,62.16,178.75,156.72,167.74,3324590000.0,26.47,31.98,19.44
2021-09-10,175.09,175.42,173.15,173.46,173.46,47946000,174.66,174.03,1.4,0.25,1.15,54.92,179.37,156.93,168.15,3276644000.0,25.95,30.19,20.5
2021-09-13,174.14,174.9,171.9,172.86,172.86,51380000,174.45,173.64,1.35,0.47,0.88,49.2,179.84,157.28,168.56,3225264000.0,24.94,27.97,22.05
2021-09-14,173.78,174.34,171.89,172.5,172.5,38738000,173.86,173.26,1.27,0.63,0.64,45.64,180.21,157.66,168.94,3186526000.0,24.0,26.26,20.74
2021-09-15,172.13,174.27,170.1,173.79,173.79,59150000,173.36,173.44,1.3,0.76,0.54,58.98,180.53,158.52,169.52,3245676000.0,22.39,23.63,22.95
2021-09-16,173.0,174.63,172.31,174.41,174.41,51672000,173.4,173.76,1.35,0.88,0.47,64.27,180.53,159.95,170.24,3297348000.0,21.03,23.16,21.65
2021-09-17,174.42,174.87,172.61,173.13,173.13,92332000,173.34,173.55,1.28,0.96,0.32,48.21,179.99,161.86,170.93,3205016000.0,19.86,22.46,20.43
2021-09-20,169.8,170.95,165.25,167.79,167.79,93382000,172.32,171.63,0.78,0.93,-0.14,20.99,179.04,163.59,171.32,3111634000.0,20.46,18.55,33.13
2021-09-21,168.75,168.99,166.62,167.18,167.18,55618000,171.26,170.15,0.33,0.81,-0.47,19.44,178.58,164.44,171.51,3056016000.0,21.01,17.56,31.36
2021-09-22,167.55,169.45,167.05,169.0,169.0,48228000,170.3,169.77,0.12,0.67,-0.55,36.99,178.29,165.11,171.7,3104244000.0,21.32,17.67,29.64
2021-09-23,169.0,171.45,169.0,170.8,170.8,47588000,169.58,170.11,0.1,0.56,-0.46,50.34,177.83,166.14,171.99,3151832000.0,20.76,21.31,27.95
2021-09-24,170.1,171.46,169.67,171.28,171.28,42324000,169.21,170.5,0.12,0.47,-0.35,53.6,177.39,167.13,172.26,3194156000.0,20.23,20.43,26.75
2021-09-27,168.57,170.78,166.98,170.29,170.29,72690000,169.71,170.43,0.06,0.39,-0.33,45.82,177.14,167.67,172.4,3121466000.0,20.54,18.39,30.33
2021-09-28,167.89,168.46,164.51,165.8,165.8,88616000,169.43,168.89,-0.35,0.24,-0.59,25.09,177.66,166.61,172.14,3032850000.0,21.43,16.06,31.91
2021-09-29,166.11,167.57,164.89,165.06,165.06,51246000,168.64,167.61,-0.73,0.04,-0.77,22.95,177.99,165.43,171.71,2981604000.0,22.26,15.11,30.02
2021-09-30,165.8,166.39,163.7,164.25,164.25,56848000,167.33,166.49,-1.08,-0.18,-0.9,20.57,178.2,164.26,171.23,2924756000.0,23.32,14.2,30.89
2021-10-01,164.45,165.46,162.8,164.16,164.16,56712000,165.91,165.71,-1.35,-0.41,-0.94,20.28,178.33,163.23,170.78,2868044000.0,24.5,13.34,31.07
2021-10-04,163.97,164.0,158.81,159.49,159.49,90462000,163.75,163.64,-1.92,-0.72,-1.2,10.51,178.92,161.2,170.06,2777582000.0,26.37,11.8,36.09
2021-10-05,160.23,163.04,160.12,161.05,161.05,65384000,162.8,162.78,-2.22,-1.02,-1.2,25.49,178.66,160.02,169.34,2842966000.0,28.11,10.9,33.33
2021-10-06,160.68,163.22,159.93,163.1,163.1,50660000,162.41,162.88,-2.26,-1.27,-1.0,41.55,177.81,159.55,168.68,2893626000.0,29.76,10.13,31.39
2021-10-07,164.58,166.29,164.15,165.12,165.12,48182000,162.58,163.63,-2.11,-1.44,-0.68,53.82,177.11,159.34,168.23,2941808000.0,29.72,16.06,29.23
2021-10-08,165.85,166.07,164.41,164.43,164.43,39964000,162.64,163.9,-2.02,-1.55,-0.47,49.39,176.46,159.09,167.77,2901844000.0,29.67,15.46,28.15
2021-10-11,163.75,164.63,161.9,162.32,162.32,40684000,163.2,163.37,-2.1,-1.66,-0.44,37.56,175.92,158.58,167.25,2861160000.0,30.25,14.51,32.08
2021-10-12,162.85,163.38,161.81,162.37,162.37,36392000,163.47,163.04,-2.13,-1.76,-0.38,38.01,175.31,158.18,166.74,2897552000.0,30.8,13.98,31.11
2021-10-13,163.49,164.42,163.05,164.21,164.21,48402000,163.69,163.43,-1.99,-1.8,-0.18,53.2,174.25,158.27,166.26,2945954000.0,30.77,15.79,29.58
2021-10-14,165.12,165.63,164.54,164.99,164.99,42190000,163.66,163.95,-1.79,-1.8,0.01,58.55,172.86,158.72,165.79,2988144000.0,30.14,18.25,28.53
2021-10-15,165.57,170.52,165.2,170.45,170.45,103598000,164.87,166.12,-1.18,-1.68,0.5,79.29,172.25,159.07,165.66,3091742000.0,28.33,27.34,24.84
2021-10-18,169.42,172.46,169.26,172.34,172.34,63482000,166.87,168.19,-0.53,-1.45,0.91,82.97,173.04,158.73,165.88,3155224000.0,27.23,29.81,22.99
2021-10-19,171.71,172.73,171.1,172.21,172.21,47722000,168.84,169.53,-0.03,-1.16,1.13,81.72,173.79,158.48,166.14,3107502000.0,26.29,29.3,22.08
2021-10-20,172.63,173.14,170.02,170.75,170.75,42796000,170.15,169.94,0.24,-0.88,1.13,67.49,174.05,158.4,166.22,3064706000.0,24.99,27.1,23.02
2021-10-21,170.71,172.01,170.15,171.75,171.75,37628000,171.5,170.54,0.54,-0.6,1.13,71.71,174.22,158.32,166.27,3102334000.0,23.79,25.86,21.96
2021-10-22,171.05,171.49,166.57,166.78,166.78,62782000,170.77,169.29,0.36,-0.41,0.77,39.63,173.66,158.43,166.05,3039552000.0,22.79,22.72,27.68
2021-10-25,166.75,167.39,164.88,166.02,166.02,44520000,169.5,168.2,0.16,-0.29,0.46,36.51,173.2,158.47,165.83,2995032000.0,22.36,21.38,30.01
2021-10-26,167.48,170.81,167.2,168.8,168.8,53966000,168.82,168.4,0.23,-0.19,0.41,53.34,173.46,158.51,165.98,3048998000.0,20.77,26.81,26.75
2021-10-27,169.4,171.85,168.57,169.62,169.62,54044000,168.59,168.81,0.34,-0.08,0.42,57.49,173.84,158.58,166.21,3103042000.0,19.62,27.19,24.76
2021-10-28,170.1,173.95,169.3,172.33,172.33,114174000,168.71,169.98,0.64,0.06,0.58,68.89,174.63,158.6,166.61,3217216000.0,19.17,29.02,22.24
2021-10-29,165.0,168.74,163.67,168.62,168.62,129722000,169.08,169.53,0.57,0.16,0.41,47.2,174.81,158.86,166.84,3087494000.0,18.52,24.09,29.5
2021-11-01,168.09,168.79,164.6,165.91,165.91,72178000,169.06,168.32,0.29,0.19,0.1,36.64,174.41,159.91,167.16,3015316000.0,17.9,22.24,27.11
2021-11-02,165.75,166.56,164.18,165.64,165.64,52552000,168.42,167.43,0.05,0.16,-0.11,35.65,174.12,160.65,167.39,2962764000.0,17.44,21.19,26.67
2021-11-03,165.45,169.75,164.88,169.2,169.2,67944000,168.34,168.02,0.15,0.16,-0.01,55.51,174.17,161.21,167.69,3030708000.0,16.37,25.37,24.15
2021-11-04,168.5,174.93,168.25,173.85,173.85,107060000,168.64,169.96,0.59,0.24,0.35,70.41,175.02,161.24,168.13,3137768000.0,16.63,31.77,21.19
2021-11-05,173.85,178.31,173.85,175.95,175.95,99940000,170.11,171.96,1.1,0.42,0.68,75.11,176.17,161.24,168.71,3237708000.0,17.51,35.33,19.48
2021-11-08,176.16,178.95,174.39,174.45,174.45,61480000,171.82,172.79,1.36,0.61,0.76,65.77,176.57,162.06,169.31,3176228000.0,18.43,33.58,17.88
2021-11-09,175.76,179.69,175.07,178.81,178.81,85898000,174.45,174.8,1.91,0.87,1.04,76.43,177.77,162.5,170.13,3262126000.0,19.43,31.79,16.24
2021-11-10,178.19,180.27,173.15,174.1,174.1,80548000,175.43,174.56,1.93,1.08,0.85,53.82,177.94,163.32,170.63,3181578000.0,19.69,28.02,17.51
2021-11-11,175.65,177.16,173.37,173.62,173.62,45288000,175.39,174.25,1.89,1.24,0.65,51.88,178.0,164.12,171.06,3136290000.0,19.94,26.24,16.39
2021-11-12,174.25,177.04,172.35,176.26,176.26,53788000,175.45,174.92,2.05,1.4,0.65,61.47,178.64,164.06,171.35,3190078000.0,19.8,24.19,16.82
2021-11-15,176.85,179.69,176.29,177.28,177.28,58594000,176.02,175.71,2.23,1.57,0.66,64.88,179.33,163.87,171.6,3248672000.0,20.28,27.28,15.84
2021-11-16,176.95,178.82,176.26,177.04,177.04,44342000,175.66,176.15,2.33,1.72,0.61,63.19,179.92,163.75,171.84,3204330000.0,20.71,26.06,15.19
2021-11-17,178.24,179.36,177.27,177.45,177.45,51206000,176.33,176.58,2.41,1.86,0.55,65.09,180.6,163.75,172.17,3255536000.0,21.24,25.94,14.55
2021-11-18,178.32,185.21,178.05,184.8,184.8,114070000,178.57,179.32,3.04,2.09,0.94,83.72,182.88,162.77,172.83,3369606000.0,22.85,32.38,12.66
2021-11-19,185.63,188.11,183.79,183.83,183.83,98734000,180.08,180.83,3.41,2.36,1.05,76.92,184.41,162.95,173.68,3270872000.0,24.77,34.9,11.74
2021-11-22,183.82,185.67,178.38,178.63,178.63,96844000,180.35,180.09,3.25,2.54,0.72,49.89,184.64,163.98,174.31,3174028000.0,24.69,30.83,19.01
2021-11-23,179.25,181.05,176.39,179.0,179.0,73804000,180.74,179.73,3.12,2.65,0.47,51.42,185.02,164.62,174.82,3247832000.0,24.05,28.54,20.77
2021-11-24,178.13,180.68,176.84,179.02,179.02,46560000,181.06,179.49,2.98,2.72,0.26,51.51,185.35,165.23,175.29,3294392000.0,23.46,26.78,19.48
2021-11-26,180.1,181.68,175.21,175.23,175.23,59826000,179.14,178.07,2.54,2.68,-0.14,34.71,185.4,165.46,175.43,3234566000.0,22.43,24.08,20.07
2021-11-29,177.38,179.8,176.57,178.08,178.08,65312000,177.99,178.07,2.39,2.63,-0.23,50.03,185.43,166.39,175.91,3299878000.0,21.48,22.36,18.64
2021-11-30,178.18,179.29,174.6,175.35,175.35,80022000,177.34,177.17,2.03,2.51,-0.48,39.07,184.73,168.03,176.38,3219856000.0,20.01,20.73,20.35
